title,authors,published,summary,cleaned_summary,word_list
"InstructProtein: Aligning Human and Protein Language via Knowledge
  Instruction","Zeyuan Wang, Qiang Zhang, Keyan Ding, Ming Qin, Xiang Zhuang, Xiaotong Li, Huajun Chen",2023-10-05T02:45:39Z,"  Large Language Models (LLMs) have revolutionized the field of natural
language processing, but they fall short in comprehending biological sequences
such as proteins. To address this challenge, we propose InstructProtein, an
innovative LLM that possesses bidirectional generation capabilities in both
human and protein languages: (i) taking a protein sequence as input to predict
its textual function description and (ii) using natural language to prompt
protein sequence generation. To achieve this, we first pre-train an LLM on both
protein and natural language corpora, enabling it to comprehend individual
languages. Then supervised instruction tuning is employed to facilitate the
alignment of these two distinct languages. Herein, we introduce a knowledge
graph-based instruction generation framework to construct a high-quality
instruction dataset, addressing annotation imbalance and instruction deficits
in existing protein-text corpus. In particular, the instructions inherit the
structural relations between proteins and function annotations in knowledge
graphs, which empowers our model to engage in the causal modeling of protein
functions, akin to the chain-of-thought processes in natural languages.
Extensive experiments on bidirectional protein-text generation tasks show that
InstructProtein outperforms state-of-the-art LLMs by large margins. Moreover,
InstructProtein serves as a pioneering step towards text-based protein function
prediction and sequence design, effectively bridging the gap between protein
and human language understanding.
","['large', 'language', 'models', '(', 'llms', ')', 'revolutionized', 'field', 'natural', 'language', 'processing', ',', 'fall', 'short', 'comprehending', 'biological', 'sequences', 'proteins', '.', 'address', 'challenge', ',', 'propose', 'instructprotein', ',', 'innovative', 'llm', 'possesses', 'bidirectional', 'generation', 'capabilities', 'human', 'protein', 'languages', ':', '(', ')', 'taking', 'protein', 'sequence', 'input', 'predict', 'textual', 'function', 'description', '(', 'ii', ')', 'using', 'natural', 'language', 'prompt', 'protein', 'sequence', 'generation', '.', 'achieve', ',', 'first', 'pre-train', 'llm', 'protein', 'natural', 'language', 'corpora', ',', 'enabling', 'comprehend', 'individual', 'languages', '.', 'supervised', 'instruction', 'tuning', 'employed', 'facilitate', 'alignment', 'two', 'distinct', 'languages', '.', 'herein', ',', 'introduce', 'knowledge', 'graph-based', 'instruction', 'generation', 'framework', 'construct', 'high-quality', 'instruction', 'dataset', ',', 'addressing', 'annotation', 'imbalance', 'instruction', 'deficits', 'existing', 'protein-text', 'corpus', '.', 'particular', ',', 'instructions', 'inherit', 'structural', 'relations', 'proteins', 'function', 'annotations', 'knowledge', 'graphs', ',', 'empowers', 'model', 'engage', 'causal', 'modeling', 'protein', 'functions', ',', 'akin', 'chain-of-thought', 'processes', 'natural', 'languages', '.', 'extensive', 'experiments', 'bidirectional', 'protein-text', 'generation', 'tasks', 'show', 'instructprotein', 'outperforms', 'state-of-the-art', 'llms', 'large', 'margins', '.', 'moreover', ',', 'instructprotein', 'serves', 'pioneering', 'step', 'towards', 'text-based', 'protein', 'function', 'prediction', 'sequence', 'design', ',', 'effectively', 'bridging', 'gap', 'protein', 'human', 'language', 'understanding', '.']","large, language, models, (, llms, ), revolutionized, field, natural, language, processing, ,, fall, short, comprehending, biological, sequences, proteins, ., address, challenge, ,, propose, instructprotein, ,, innovative, llm, possesses, bidirectional, generation, capabilities, human, protein, languages, :, (, ), taking, protein, sequence, input, predict, textual, function, description, (, ii, ), using, natural, language, prompt, protein, sequence, generation, ., achieve, ,, first, pre-train, llm, protein, natural, language, corpora, ,, enabling, comprehend, individual, languages, ., supervised, instruction, tuning, employed, facilitate, alignment, two, distinct, languages, ., herein, ,, introduce, knowledge, graph-based, instruction, generation, framework, construct, high-quality, instruction, dataset, ,, addressing, annotation, imbalance, instruction, deficits, existing, protein-text, corpus, ., particular, ,, instructions, inherit, structural, relations, proteins, function, annotations, knowledge, graphs, ,, empowers, model, engage, causal, modeling, protein, functions, ,, akin, chain-of-thought, processes, natural, languages, ., extensive, experiments, bidirectional, protein-text, generation, tasks, show, instructprotein, outperforms, state-of-the-art, llms, large, margins, ., moreover, ,, instructprotein, serves, pioneering, step, towards, text-based, protein, function, prediction, sequence, design, ,, effectively, bridging, gap, protein, human, language, understanding, ."
"Using Natural Language Processing and Networks to Automate Structured
  Literature Reviews: An Application to Farmers Climate Change Adaptation","Sofia Gil-Clavel, Tatiana Filatova",2023-06-16T10:05:47Z,"  The fast-growing number of research articles makes it problematic for
scholars to keep track of the new findings related to their areas of expertise.
Furthermore, linking knowledge across disciplines in rapidly developing fields
becomes challenging for complex topics like climate change that demand
interdisciplinary solutions. At the same time, the rise of Black Box types of
text summarization makes it difficult to understand how text relationships are
built, let alone relate to existing theories conceptualizing cause-effect
relationships and permitting hypothesizing. This work aims to sensibly use
Natural Language Processing by extracting variables relations and synthesizing
their findings using networks while relating to key concepts dominant in
relevant disciplines. As an example, we apply our methodology to the analysis
of farmers' adaptation to climate change. For this, we perform a Natural
Language Processing analysis of publications returned by Scopus in August 2022.
Results show that the use of Natural Language Processing together with networks
in a descriptive manner offers a fast and interpretable way to synthesize
literature review findings as long as researchers back up results with theory.
","['fast-growing', 'number', 'research', 'articles', 'makes', 'problematic', 'scholars', 'keep', 'track', 'new', 'findings', 'related', 'areas', 'expertise', '.', 'furthermore', ',', 'linking', 'knowledge', 'across', 'disciplines', 'rapidly', 'developing', 'fields', 'becomes', 'challenging', 'complex', 'topics', 'like', 'climate', 'change', 'demand', 'interdisciplinary', 'solutions', '.', 'time', ',', 'rise', 'black', 'box', 'types', 'text', 'summarization', 'makes', 'difficult', 'understand', 'text', 'relationships', 'built', ',', 'let', 'alone', 'relate', 'existing', 'theories', 'conceptualizing', 'cause-effect', 'relationships', 'permitting', 'hypothesizing', '.', 'work', 'aims', 'sensibly', 'use', 'natural', 'language', 'processing', 'extracting', 'variables', 'relations', 'synthesizing', 'findings', 'using', 'networks', 'relating', 'key', 'concepts', 'dominant', 'relevant', 'disciplines', '.', 'example', ',', 'apply', 'methodology', 'analysis', 'farmers', ""'"", 'adaptation', 'climate', 'change', '.', ',', 'perform', 'natural', 'language', 'processing', 'analysis', 'publications', 'returned', 'scopus', 'august', '2022.', 'results', 'show', 'use', 'natural', 'language', 'processing', 'together', 'networks', 'descriptive', 'manner', 'offers', 'fast', 'interpretable', 'way', 'synthesize', 'literature', 'review', 'findings', 'long', 'researchers', 'back', 'results', 'theory', '.']","fast-growing, number, research, articles, makes, problematic, scholars, keep, track, new, findings, related, areas, expertise, ., furthermore, ,, linking, knowledge, across, disciplines, rapidly, developing, fields, becomes, challenging, complex, topics, like, climate, change, demand, interdisciplinary, solutions, ., time, ,, rise, black, box, types, text, summarization, makes, difficult, understand, text, relationships, built, ,, let, alone, relate, existing, theories, conceptualizing, cause-effect, relationships, permitting, hypothesizing, ., work, aims, sensibly, use, natural, language, processing, extracting, variables, relations, synthesizing, findings, using, networks, relating, key, concepts, dominant, relevant, disciplines, ., example, ,, apply, methodology, analysis, farmers, ', adaptation, climate, change, ., ,, perform, natural, language, processing, analysis, publications, returned, scopus, august, 2022., results, show, use, natural, language, processing, together, networks, descriptive, manner, offers, fast, interpretable, way, synthesize, literature, review, findings, long, researchers, back, results, theory, ."
Exploring the Landscape of Natural Language Processing Research,"Tim Schopf, Karim Arabi, Florian Matthes",2023-07-20T07:33:30Z,"  As an efficient approach to understand, generate, and process natural
language texts, research in natural language processing (NLP) has exhibited a
rapid spread and wide adoption in recent years. Given the increasing research
work in this area, several NLP-related approaches have been surveyed in the
research community. However, a comprehensive study that categorizes established
topics, identifies trends, and outlines areas for future research remains
absent. Contributing to closing this gap, we have systematically classified and
analyzed research papers in the ACL Anthology. As a result, we present a
structured overview of the research landscape, provide a taxonomy of fields of
study in NLP, analyze recent developments in NLP, summarize our findings, and
highlight directions for future work.
","['efficient', 'approach', 'understand', ',', 'generate', ',', 'process', 'natural', 'language', 'texts', ',', 'research', 'natural', 'language', 'processing', '(', 'nlp', ')', 'exhibited', 'rapid', 'spread', 'wide', 'adoption', 'recent', 'years', '.', 'given', 'increasing', 'research', 'work', 'area', ',', 'several', 'nlp-related', 'approaches', 'surveyed', 'research', 'community', '.', 'however', ',', 'comprehensive', 'study', 'categorizes', 'established', 'topics', ',', 'identifies', 'trends', ',', 'outlines', 'areas', 'future', 'research', 'remains', 'absent', '.', 'contributing', 'closing', 'gap', ',', 'systematically', 'classified', 'analyzed', 'research', 'papers', 'acl', 'anthology', '.', 'result', ',', 'present', 'structured', 'overview', 'research', 'landscape', ',', 'provide', 'taxonomy', 'fields', 'study', 'nlp', ',', 'analyze', 'recent', 'developments', 'nlp', ',', 'summarize', 'findings', ',', 'highlight', 'directions', 'future', 'work', '.']","efficient, approach, understand, ,, generate, ,, process, natural, language, texts, ,, research, natural, language, processing, (, nlp, ), exhibited, rapid, spread, wide, adoption, recent, years, ., given, increasing, research, work, area, ,, several, nlp-related, approaches, surveyed, research, community, ., however, ,, comprehensive, study, categorizes, established, topics, ,, identifies, trends, ,, outlines, areas, future, research, remains, absent, ., contributing, closing, gap, ,, systematically, classified, analyzed, research, papers, acl, anthology, ., result, ,, present, structured, overview, research, landscape, ,, provide, taxonomy, fields, study, nlp, ,, analyze, recent, developments, nlp, ,, summarize, findings, ,, highlight, directions, future, work, ."
Natural Language Processing and Multimodal Stock Price Prediction,"Kevin Taylor, Jerry Ng",2024-01-03T01:21:30Z,"  In the realm of financial decision-making, predicting stock prices is
pivotal. Artificial intelligence techniques such as long short-term memory
networks (LSTMs), support-vector machines (SVMs), and natural language
processing (NLP) models are commonly employed to predict said prices. This
paper utilizes stock percentage change as training data, in contrast to the
traditional use of raw currency values, with a focus on analyzing publicly
released news articles. The choice of percentage change aims to provide models
with context regarding the significance of price fluctuations and overall price
change impact on a given stock. The study employs specialized BERT natural
language processing models to predict stock price trends, with a particular
emphasis on various data modalities. The results showcase the capabilities of
such strategies with a small natural language processing model to accurately
predict overall stock trends, and highlight the effectiveness of certain data
features and sector-specific data.
","['realm', 'financial', 'decision-making', ',', 'predicting', 'stock', 'prices', 'pivotal', '.', 'artificial', 'intelligence', 'techniques', 'long', 'short-term', 'memory', 'networks', '(', 'lstms', ')', ',', 'support-vector', 'machines', '(', 'svms', ')', ',', 'natural', 'language', 'processing', '(', 'nlp', ')', 'models', 'commonly', 'employed', 'predict', 'said', 'prices', '.', 'paper', 'utilizes', 'stock', 'percentage', 'change', 'training', 'data', ',', 'contrast', 'traditional', 'use', 'raw', 'currency', 'values', ',', 'focus', 'analyzing', 'publicly', 'released', 'news', 'articles', '.', 'choice', 'percentage', 'change', 'aims', 'provide', 'models', 'context', 'regarding', 'significance', 'price', 'fluctuations', 'overall', 'price', 'change', 'impact', 'given', 'stock', '.', 'study', 'employs', 'specialized', 'bert', 'natural', 'language', 'processing', 'models', 'predict', 'stock', 'price', 'trends', ',', 'particular', 'emphasis', 'various', 'data', 'modalities', '.', 'results', 'showcase', 'capabilities', 'strategies', 'small', 'natural', 'language', 'processing', 'model', 'accurately', 'predict', 'overall', 'stock', 'trends', ',', 'highlight', 'effectiveness', 'certain', 'data', 'features', 'sector-specific', 'data', '.']","realm, financial, decision-making, ,, predicting, stock, prices, pivotal, ., artificial, intelligence, techniques, long, short-term, memory, networks, (, lstms, ), ,, support-vector, machines, (, svms, ), ,, natural, language, processing, (, nlp, ), models, commonly, employed, predict, said, prices, ., paper, utilizes, stock, percentage, change, training, data, ,, contrast, traditional, use, raw, currency, values, ,, focus, analyzing, publicly, released, news, articles, ., choice, percentage, change, aims, provide, models, context, regarding, significance, price, fluctuations, overall, price, change, impact, given, stock, ., study, employs, specialized, bert, natural, language, processing, models, predict, stock, price, trends, ,, particular, emphasis, various, data, modalities, ., results, showcase, capabilities, strategies, small, natural, language, processing, model, accurately, predict, overall, stock, trends, ,, highlight, effectiveness, certain, data, features, sector-specific, data, ."
Visualizing RNN States with Predictive Semantic Encodings,"Lindsey Sawatzky, Steven Bergner, Fred Popowich",2019-08-01T19:24:59Z,"  Recurrent Neural Networks are an effective and prevalent tool used to model
sequential data such as natural language text. However, their deep nature and
massive number of parameters pose a challenge for those intending to study
precisely how they work. We present a visual technique that gives a high level
intuition behind the semantics of the hidden states within Recurrent Neural
Networks. This semantic encoding allows for hidden states to be compared
throughout the model independent of their internal details. The proposed
technique is displayed in a proof of concept visualization tool which is
demonstrated to visualize the natural language processing task of language
modelling.
","['recurrent', 'neural', 'networks', 'effective', 'prevalent', 'tool', 'used', 'model', 'sequential', 'data', 'natural', 'language', 'text', '.', 'however', ',', 'deep', 'nature', 'massive', 'number', 'parameters', 'pose', 'challenge', 'intending', 'study', 'precisely', 'work', '.', 'present', 'visual', 'technique', 'gives', 'high', 'level', 'intuition', 'behind', 'semantics', 'hidden', 'states', 'within', 'recurrent', 'neural', 'networks', '.', 'semantic', 'encoding', 'allows', 'hidden', 'states', 'compared', 'throughout', 'model', 'independent', 'internal', 'details', '.', 'proposed', 'technique', 'displayed', 'proof', 'concept', 'visualization', 'tool', 'demonstrated', 'visualize', 'natural', 'language', 'processing', 'task', 'language', 'modelling', '.']","recurrent, neural, networks, effective, prevalent, tool, used, model, sequential, data, natural, language, text, ., however, ,, deep, nature, massive, number, parameters, pose, challenge, intending, study, precisely, work, ., present, visual, technique, gives, high, level, intuition, behind, semantics, hidden, states, within, recurrent, neural, networks, ., semantic, encoding, allows, hidden, states, compared, throughout, model, independent, internal, details, ., proposed, technique, displayed, proof, concept, visualization, tool, demonstrated, visualize, natural, language, processing, task, language, modelling, ."
ALTER: Auxiliary Text Rewriting Tool for Natural Language Generation,"Qiongkai Xu, Chenchen Xu, Lizhen Qu",2019-09-14T09:18:44Z,"  In this paper, we describe ALTER, an auxiliary text rewriting tool that
facilitates the rewriting process for natural language generation tasks, such
as paraphrasing, text simplification, fairness-aware text rewriting, and text
style transfer. Our tool is characterized by two features, i) recording of
word-level revision histories and ii) flexible auxiliary edit support and
feedback to annotators. The text rewriting assist and traceable rewriting
history are potentially beneficial to the future research of natural language
generation.
","['paper', ',', 'describe', 'alter', ',', 'auxiliary', 'text', 'rewriting', 'tool', 'facilitates', 'rewriting', 'process', 'natural', 'language', 'generation', 'tasks', ',', 'paraphrasing', ',', 'text', 'simplification', ',', 'fairness-aware', 'text', 'rewriting', ',', 'text', 'style', 'transfer', '.', 'tool', 'characterized', 'two', 'features', ',', ')', 'recording', 'word-level', 'revision', 'histories', 'ii', ')', 'flexible', 'auxiliary', 'edit', 'support', 'feedback', 'annotators', '.', 'text', 'rewriting', 'assist', 'traceable', 'rewriting', 'history', 'potentially', 'beneficial', 'future', 'research', 'natural', 'language', 'generation', '.']","paper, ,, describe, alter, ,, auxiliary, text, rewriting, tool, facilitates, rewriting, process, natural, language, generation, tasks, ,, paraphrasing, ,, text, simplification, ,, fairness-aware, text, rewriting, ,, text, style, transfer, ., tool, characterized, two, features, ,, ), recording, word-level, revision, histories, ii, ), flexible, auxiliary, edit, support, feedback, annotators, ., text, rewriting, assist, traceable, rewriting, history, potentially, beneficial, future, research, natural, language, generation, ."
"A Hybrid Natural Language Generation System Integrating Rules and Deep
  Learning Algorithms","Wei Wei, Bei Zhou, Georgios Leontidis",2020-06-15T00:50:41Z,"  This paper proposes an enhanced natural language generation system combining
the merits of both rule-based approaches and modern deep learning algorithms,
boosting its performance to the extent where the generated textual content is
capable of exhibiting agile human-writing styles and the content logic of which
is highly controllable. We also come up with a novel approach called HMCU to
measure the performance of the natural language processing comprehensively and
precisely.
","['paper', 'proposes', 'enhanced', 'natural', 'language', 'generation', 'system', 'combining', 'merits', 'rule-based', 'approaches', 'modern', 'deep', 'learning', 'algorithms', ',', 'boosting', 'performance', 'extent', 'generated', 'textual', 'content', 'capable', 'exhibiting', 'agile', 'human-writing', 'styles', 'content', 'logic', 'highly', 'controllable', '.', 'also', 'come', 'novel', 'approach', 'called', 'hmcu', 'measure', 'performance', 'natural', 'language', 'processing', 'comprehensively', 'precisely', '.']","paper, proposes, enhanced, natural, language, generation, system, combining, merits, rule-based, approaches, modern, deep, learning, algorithms, ,, boosting, performance, extent, generated, textual, content, capable, exhibiting, agile, human-writing, styles, content, logic, highly, controllable, ., also, come, novel, approach, called, hmcu, measure, performance, natural, language, processing, comprehensively, precisely, ."
"NUIG-Shubhanker@Dravidian-CodeMix-FIRE2020: Sentiment Analysis of
  Code-Mixed Dravidian text using XLNet","Shubhanker Banerjee, Arun Jayapal, Sajeetha Thavareesan",2020-10-15T14:09:02Z,"  Social media has penetrated into multilingual societies, however most of them
use English to be a preferred language for communication. So it looks natural
for them to mix their cultural language with English during conversations
resulting in abundance of multilingual data, call this code-mixed data,
available in todays' world.Downstream NLP tasks using such data is challenging
due to the semantic nature of it being spread across multiple languages.One
such Natural Language Processing task is sentiment analysis, for this we use an
auto-regressive XLNet model to perform sentiment analysis on code-mixed
Tamil-English and Malayalam-English datasets.
","['social', 'media', 'penetrated', 'multilingual', 'societies', ',', 'however', 'use', 'english', 'preferred', 'language', 'communication', '.', 'looks', 'natural', 'mix', 'cultural', 'language', 'english', 'conversations', 'resulting', 'abundance', 'multilingual', 'data', ',', 'call', 'code-mixed', 'data', ',', 'available', 'todays', ""'"", 'world.downstream', 'nlp', 'tasks', 'using', 'data', 'challenging', 'due', 'semantic', 'nature', 'spread', 'across', 'multiple', 'languages.one', 'natural', 'language', 'processing', 'task', 'sentiment', 'analysis', ',', 'use', 'auto-regressive', 'xlnet', 'model', 'perform', 'sentiment', 'analysis', 'code-mixed', 'tamil-english', 'malayalam-english', 'datasets', '.']","social, media, penetrated, multilingual, societies, ,, however, use, english, preferred, language, communication, ., looks, natural, mix, cultural, language, english, conversations, resulting, abundance, multilingual, data, ,, call, code-mixed, data, ,, available, todays, ', world.downstream, nlp, tasks, using, data, challenging, due, semantic, nature, spread, across, multiple, languages.one, natural, language, processing, task, sentiment, analysis, ,, use, auto-regressive, xlnet, model, perform, sentiment, analysis, code-mixed, tamil-english, malayalam-english, datasets, ."
"The impact of lexical and grammatical processing on generating code from
  natural language","Nathanaël Beau, Benoît Crabbé",2022-02-28T17:23:30Z,"  Considering the seq2seq architecture of TranX for natural language to code
translation, we identify four key components of importance: grammatical
constraints, lexical preprocessing, input representations, and copy mechanisms.
To study the impact of these components, we use a state-of-the-art architecture
that relies on BERT encoder and a grammar-based decoder for which a
formalization is provided. The paper highlights the importance of the lexical
substitution component in the current natural language to code systems.
","['considering', 'seq2seq', 'architecture', 'tranx', 'natural', 'language', 'code', 'translation', ',', 'identify', 'four', 'key', 'components', 'importance', ':', 'grammatical', 'constraints', ',', 'lexical', 'preprocessing', ',', 'input', 'representations', ',', 'copy', 'mechanisms', '.', 'study', 'impact', 'components', ',', 'use', 'state-of-the-art', 'architecture', 'relies', 'bert', 'encoder', 'grammar-based', 'decoder', 'formalization', 'provided', '.', 'paper', 'highlights', 'importance', 'lexical', 'substitution', 'component', 'current', 'natural', 'language', 'code', 'systems', '.']","considering, seq2seq, architecture, tranx, natural, language, code, translation, ,, identify, four, key, components, importance, :, grammatical, constraints, ,, lexical, preprocessing, ,, input, representations, ,, copy, mechanisms, ., study, impact, components, ,, use, state-of-the-art, architecture, relies, bert, encoder, grammar-based, decoder, formalization, provided, ., paper, highlights, importance, lexical, substitution, component, current, natural, language, code, systems, ."
"Automatic Debate Evaluation with Argumentation Semantics and Natural
  Language Argument Graph Networks","Ramon Ruiz-Dolz, Stella Heras, Ana García-Fornes",2022-03-28T11:09:07Z,"  The lack of annotated data on professional argumentation and complete
argumentative debates has led to the oversimplification and the inability of
approaching more complex natural language processing tasks. Such is the case of
the automatic debate evaluation. In this paper, we propose an original hybrid
method to automatically evaluate argumentative debates. For that purpose, we
combine concepts from argumentation theory such as argumentation frameworks and
semantics, with Transformer-based architectures and neural graph networks.
Furthermore, we obtain promising results that lay the basis on an unexplored
new instance of the automatic analysis of natural language arguments.
","['lack', 'annotated', 'data', 'professional', 'argumentation', 'complete', 'argumentative', 'debates', 'led', 'oversimplification', 'inability', 'approaching', 'complex', 'natural', 'language', 'processing', 'tasks', '.', 'case', 'automatic', 'debate', 'evaluation', '.', 'paper', ',', 'propose', 'original', 'hybrid', 'method', 'automatically', 'evaluate', 'argumentative', 'debates', '.', 'purpose', ',', 'combine', 'concepts', 'argumentation', 'theory', 'argumentation', 'frameworks', 'semantics', ',', 'transformer-based', 'architectures', 'neural', 'graph', 'networks', '.', 'furthermore', ',', 'obtain', 'promising', 'results', 'lay', 'basis', 'unexplored', 'new', 'instance', 'automatic', 'analysis', 'natural', 'language', 'arguments', '.']","lack, annotated, data, professional, argumentation, complete, argumentative, debates, led, oversimplification, inability, approaching, complex, natural, language, processing, tasks, ., case, automatic, debate, evaluation, ., paper, ,, propose, original, hybrid, method, automatically, evaluate, argumentative, debates, ., purpose, ,, combine, concepts, argumentation, theory, argumentation, frameworks, semantics, ,, transformer-based, architectures, neural, graph, networks, ., furthermore, ,, obtain, promising, results, lay, basis, unexplored, new, instance, automatic, analysis, natural, language, arguments, ."
Fine-grained Sentiment Classification using BERT,"Manish Munikar, Sushil Shakya, Aakash Shrestha",2019-10-04T09:20:48Z,"  Sentiment classification is an important process in understanding people's
perception towards a product, service, or topic. Many natural language
processing models have been proposed to solve the sentiment classification
problem. However, most of them have focused on binary sentiment classification.
In this paper, we use a promising deep learning model called BERT to solve the
fine-grained sentiment classification task. Experiments show that our model
outperforms other popular models for this task without sophisticated
architecture. We also demonstrate the effectiveness of transfer learning in
natural language processing in the process.
","['sentiment', 'classification', 'important', 'process', 'understanding', 'people', ""'s"", 'perception', 'towards', 'product', ',', 'service', ',', 'topic', '.', 'many', 'natural', 'language', 'processing', 'models', 'proposed', 'solve', 'sentiment', 'classification', 'problem', '.', 'however', ',', 'focused', 'binary', 'sentiment', 'classification', '.', 'paper', ',', 'use', 'promising', 'deep', 'learning', 'model', 'called', 'bert', 'solve', 'fine-grained', 'sentiment', 'classification', 'task', '.', 'experiments', 'show', 'model', 'outperforms', 'popular', 'models', 'task', 'without', 'sophisticated', 'architecture', '.', 'also', 'demonstrate', 'effectiveness', 'transfer', 'learning', 'natural', 'language', 'processing', 'process', '.']","sentiment, classification, important, process, understanding, people, 's, perception, towards, product, ,, service, ,, topic, ., many, natural, language, processing, models, proposed, solve, sentiment, classification, problem, ., however, ,, focused, binary, sentiment, classification, ., paper, ,, use, promising, deep, learning, model, called, bert, solve, fine-grained, sentiment, classification, task, ., experiments, show, model, outperforms, popular, models, task, without, sophisticated, architecture, ., also, demonstrate, effectiveness, transfer, learning, natural, language, processing, process, ."
"Explaining Natural Language Processing Classifiers with Occlusion and
  Language Modeling",David Harbecke,2021-01-28T09:44:04Z,"  Deep neural networks are powerful statistical learners. However, their
predictions do not come with an explanation of their process. To analyze these
models, explanation methods are being developed. We present a novel explanation
method, called OLM, for natural language processing classifiers. This method
combines occlusion and language modeling, which are techniques central to
explainability and NLP, respectively. OLM gives explanations that are
theoretically sound and easy to understand.
  We make several contributions to the theory of explanation methods. Axioms
for explanation methods are an interesting theoretical concept to explore their
basics and deduce methods. We introduce a new axiom, give its intuition and
show it contradicts another existing axiom. Additionally, we point out
theoretical difficulties of existing gradient-based and some occlusion-based
explanation methods in natural language processing. We provide an extensive
argument why evaluation of explanation methods is difficult. We compare OLM to
other explanation methods and underline its uniqueness experimentally. Finally,
we investigate corner cases of OLM and discuss its validity and possible
improvements.
","['deep', 'neural', 'networks', 'powerful', 'statistical', 'learners', '.', 'however', ',', 'predictions', 'come', 'explanation', 'process', '.', 'analyze', 'models', ',', 'explanation', 'methods', 'developed', '.', 'present', 'novel', 'explanation', 'method', ',', 'called', 'olm', ',', 'natural', 'language', 'processing', 'classifiers', '.', 'method', 'combines', 'occlusion', 'language', 'modeling', ',', 'techniques', 'central', 'explainability', 'nlp', ',', 'respectively', '.', 'olm', 'gives', 'explanations', 'theoretically', 'sound', 'easy', 'understand', '.', 'make', 'several', 'contributions', 'theory', 'explanation', 'methods', '.', 'axioms', 'explanation', 'methods', 'interesting', 'theoretical', 'concept', 'explore', 'basics', 'deduce', 'methods', '.', 'introduce', 'new', 'axiom', ',', 'give', 'intuition', 'show', 'contradicts', 'another', 'existing', 'axiom', '.', 'additionally', ',', 'point', 'theoretical', 'difficulties', 'existing', 'gradient-based', 'occlusion-based', 'explanation', 'methods', 'natural', 'language', 'processing', '.', 'provide', 'extensive', 'argument', 'evaluation', 'explanation', 'methods', 'difficult', '.', 'compare', 'olm', 'explanation', 'methods', 'underline', 'uniqueness', 'experimentally', '.', 'finally', ',', 'investigate', 'corner', 'cases', 'olm', 'discuss', 'validity', 'possible', 'improvements', '.']","deep, neural, networks, powerful, statistical, learners, ., however, ,, predictions, come, explanation, process, ., analyze, models, ,, explanation, methods, developed, ., present, novel, explanation, method, ,, called, olm, ,, natural, language, processing, classifiers, ., method, combines, occlusion, language, modeling, ,, techniques, central, explainability, nlp, ,, respectively, ., olm, gives, explanations, theoretically, sound, easy, understand, ., make, several, contributions, theory, explanation, methods, ., axioms, explanation, methods, interesting, theoretical, concept, explore, basics, deduce, methods, ., introduce, new, axiom, ,, give, intuition, show, contradicts, another, existing, axiom, ., additionally, ,, point, theoretical, difficulties, existing, gradient-based, occlusion-based, explanation, methods, natural, language, processing, ., provide, extensive, argument, evaluation, explanation, methods, difficult, ., compare, olm, explanation, methods, underline, uniqueness, experimentally, ., finally, ,, investigate, corner, cases, olm, discuss, validity, possible, improvements, ."
